group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Employment status,Full-Time,demos,148,148,6.148648648648648,3.560810810810811,4.675675675675675,-0.9932432432432432,0.22972972972972974,0.6216216216216216
Employment status,Full-Time,employment,148,148,6.148648648648648,3.560810810810811,4.675675675675675,-0.9932432432432432,0.22972972972972974,0.6216216216216216
Employment status,Full-Time,full,148,148,6.175675675675675,3.614864864864865,4.702702702702703,-0.8986486486486487,0.22297297297297297,0.6283783783783784
Employment status,Full-Time,geo,148,148,6.148648648648648,3.560810810810811,4.675675675675675,-0.9932432432432432,0.22972972972972974,0.6216216216216216
Employment status,Full-Time,transit,148,148,6.148648648648648,3.560810810810811,4.675675675675675,-0.9932432432432432,0.22972972972972974,0.6216216216216216
Employment status,Full-Time,v3_public_transit,148,148,6.148648648648648,3.560810810810811,4.675675675675675,-0.9932432432432432,0.22972972972972974,0.6216216216216216
Employment status,Full-Time,v3_rideshare,148,148,6.148648648648648,3.560810810810811,4.675675675675675,-0.9932432432432432,0.22972972972972974,0.6216216216216216
Employment status,Full-Time,v3_voice,148,148,6.162162162162162,3.614864864864865,4.594594594594595,-0.9797297297297297,0.22297297297297297,0.6216216216216216
Employment status,Other,demos,62,62,5.725806451612903,6.758064516129032,1.564516129032258,-3.7903225806451615,0.2903225806451613,0.3064516129032258
Employment status,Other,employment,62,62,5.725806451612903,6.758064516129032,1.564516129032258,-3.7903225806451615,0.2903225806451613,0.3064516129032258
Employment status,Other,full,62,62,5.306451612903226,6.080645161290323,1.467741935483871,-3.9516129032258065,0.3387096774193548,0.3870967741935484
Employment status,Other,geo,62,62,5.596774193548387,6.564516129032258,1.3064516129032258,-4.17741935483871,0.2903225806451613,0.3548387096774194
Employment status,Other,transit,62,62,5.596774193548387,6.564516129032258,1.435483870967742,-3.9838709677419355,0.3064516129032258,0.3387096774193548
Employment status,Other,v3_public_transit,62,62,5.725806451612903,6.758064516129032,1.435483870967742,-3.9838709677419355,0.2903225806451613,0.3225806451612903
Employment status,Other,v3_rideshare,62,62,5.661290322580645,6.661290322580645,1.3709677419354838,-4.080645161290323,0.2903225806451613,0.3387096774193548
Employment status,Other,v3_voice,62,62,5.241935483870968,5.983870967741935,1.403225806451613,-4.048387096774194,0.3387096774193548,0.4032258064516129
Employment status,Part-Time,demos,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,employment,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,full,31,31,6.032258064516129,5.516129032258065,2.032258064516129,-3.6451612903225805,0.3870967741935484,0.45161290322580644
Employment status,Part-Time,geo,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,transit,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,v3_public_transit,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,v3_rideshare,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,v3_voice,31,31,6.096774193548387,5.161290322580645,1.967741935483871,-3.3548387096774195,0.3870967741935484,0.4838709677419355
