group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Employment status,Full-Time,demos,148,148,6.175675675675675,3.6013513513513513,4.702702702702703,-0.9527027027027027,0.22972972972972974,0.6148648648648649
Employment status,Full-Time,employment,148,148,6.175675675675675,3.5337837837837838,4.702702702702703,-0.9527027027027027,0.22297297297297297,0.6283783783783784
Employment status,Full-Time,full,148,148,6.04054054054054,3.4932432432432434,4.364864864864865,-1.25,0.20945945945945946,0.6283783783783784
Employment status,Full-Time,geo,148,148,6.202702702702703,3.574324324324324,4.72972972972973,-0.9121621621621622,0.22297297297297297,0.6216216216216216
Employment status,Full-Time,transit,148,148,6.175675675675675,3.574324324324324,4.702702702702703,-0.9527027027027027,0.22972972972972974,0.6283783783783784
Employment status,Other,demos,62,62,5.596774193548387,6.693548387096774,1.6935483870967742,-3.596774193548387,0.3225806451612903,0.3225806451612903
Employment status,Other,employment,62,62,5.725806451612903,6.758064516129032,1.564516129032258,-3.7903225806451615,0.2903225806451613,0.3064516129032258
Employment status,Other,full,62,62,5.306451612903226,6.338709677419355,1.532258064516129,-3.8870967741935485,0.3548387096774194,0.3548387096774194
Employment status,Other,geo,62,62,5.661290322580645,6.661290322580645,1.5,-3.8870967741935485,0.3064516129032258,0.3225806451612903
Employment status,Other,transit,62,62,5.790322580645161,6.790322580645161,1.7580645161290323,-3.5,0.2903225806451613,0.3064516129032258
Employment status,Part-Time,demos,31,31,6.354838709677419,6.032258064516129,1.967741935483871,-3.903225806451613,0.3225806451612903,0.3870967741935484
Employment status,Part-Time,employment,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,full,31,31,5.903225806451613,5.709677419354839,1.903225806451613,-3.967741935483871,0.3870967741935484,0.45161290322580644
Employment status,Part-Time,geo,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
Employment status,Part-Time,transit,31,31,6.225806451612903,5.838709677419355,1.8387096774193548,-4.096774193548387,0.3548387096774194,0.41935483870967744
