tier,delta_mae_group_vs_demos,delta_mae_interpersonal_vs_demos,delta_band_acc_group_vs_demos,delta_band_acc_interpersonal_vs_demos
demos,0.0,0.0,0.0,0.0
employment,0.016597510373443924,-0.04979253112033177,-0.008298755186722018,0.008298755186722073
geo,0.016597510373443924,-0.04979253112033177,-0.004149377593360981,0.008298755186722073
transit,0.03319502074688785,-0.016597510373443924,-0.004149377593360981,0.008298755186722073
full,-0.2157676348547719,-0.19917012448132798,0.004149377593360981,0.024896265560165998
