tier,delta_mae_group_vs_demos,delta_mae_interpersonal_vs_demos,delta_band_acc_group_vs_demos,delta_band_acc_interpersonal_vs_demos
demos,0.0,0.0,0.0,0.0
employment,0.03319502074688874,-0.26970954356846466,0.004149377593360981,0.03734439834024894
geo,0.1755186721991704,-0.07112724757952993,0.02213001383125862,-0.002818118948824333
transit,0.021352005532503604,-0.12529391424619707,0.051296680497925295,0.026348547717842286
full,0.2713520055325036,-0.5127939142461964,0.038796680497925284,0.09301521438450899
