tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,exact_acc_group,mean_norm_score_distance_group,band_acc_group,n_band_group,mean_band_distance_group,mean_norm_band_distance_group,exact_acc_interpersonal,mean_norm_score_distance_interpersonal,band_acc_interpersonal,n_band_interpersonal,mean_band_distance_interpersonal,mean_norm_band_distance_interpersonal
all,1205,1202,5.224625623960066,5.733777038269551,-0.8652246256239601,0.6505823627287853,0.06156405990016639,0.2176927343316694,0.33444259567387685,1202,0.7479201331114809,0.37396006655574043,0.05906821963394343,0.23890737659456462,0.3544093178036606,1202,0.7687188019966722,0.3843594009983361
demos,241,241,5.124481327800829,5.929460580912863,-0.5518672199170125,1.2489626556016598,0.058091286307053944,0.2135200553250346,0.3112033195020747,241,0.7551867219917012,0.3775933609958506,0.058091286307053944,0.24706085753803597,0.3236514522821577,241,0.8174273858921162,0.4087136929460581
employment,241,241,5.157676348547718,5.659751037344399,-0.42738589211618255,1.5518672199170125,0.04979253112033195,0.21490318118948826,0.3153526970954357,241,0.7427385892116183,0.37136929460580914,0.06639004149377593,0.2358229598893499,0.36099585062240663,241,0.7593360995850622,0.3796680497925311
full,241,240,5.395833333333333,5.416666666666667,-1.3791666666666667,-0.5166666666666667,0.0625,0.2248263888888889,0.35,240,0.7666666666666667,0.38333333333333336,0.05416666666666667,0.22569444444444448,0.4166666666666667,240,0.6875,0.34375
geo,241,240,5.3,5.858333333333333,-1.2583333333333333,0.9916666666666667,0.075,0.22083333333333333,0.3333333333333333,240,0.7666666666666667,0.38333333333333336,0.07083333333333333,0.24409722222222224,0.32083333333333336,240,0.8125,0.40625
transit,241,240,5.145833333333333,5.804166666666666,-0.7125,-0.029166666666666667,0.0625,0.21440972222222224,0.3625,240,0.7083333333333334,0.3541666666666667,0.04583333333333333,0.24184027777777778,0.35,240,0.7666666666666667,0.38333333333333336
