tier,delta_mae_group_vs_demos,delta_mae_interpersonal_vs_demos,delta_band_acc_group_vs_demos,delta_band_acc_interpersonal_vs_demos
demos,0.0,0.0,0.0,0.0
employment,-0.016597510373443924,0.0663900414937757,-0.004149377593360981,0.0
geo,-0.03319502074688785,-0.04149377593360981,-0.004149377593360981,0.012448132780082943
transit,-0.3734439834024892,3.5062240663900406,0.04149377593360998,-0.36514522821576767
full,-0.20746887966804994,2.2531120331950207,0.1203319502074689,-0.2282157676348548
