tier,delta_mae_group_vs_demos,delta_mae_interpersonal_vs_demos,delta_band_acc_group_vs_demos,delta_band_acc_interpersonal_vs_demos
demos,0.0,0.0,0.0,0.0
employment,-0.48962655601659755,-1.2614107883817427,0.020746887966805017,0.12448132780082988
geo,0.024896265560165887,-1.8755186721991697,-0.04149377593360992,0.04564315352697096
transit,-0.008298755186721962,-1.601659751037344,0.004149377593361037,0.11203319502074688
full,-0.35269709543568517,-1.7717842323651452,-0.03319502074688796,0.13278008298755184
