group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Employment status,Full-Time,demos,148,148,5.527027027027027,6.668918918918919,1.5135135135135136,2.1554054054054053,0.3783783783783784,0.38513513513513514
Employment status,Full-Time,employment,148,148,4.918918918918919,4.871621621621622,1.2297297297297298,-2.1554054054054053,0.3581081081081081,0.5337837837837838
Employment status,Full-Time,full,148,148,4.891891891891892,4.648648648648648,1.337837837837838,0.4864864864864865,0.3310810810810811,0.5337837837837838
Employment status,Full-Time,geo,148,148,5.648648648648648,4.385135135135135,3.608108108108108,0.033783783783783786,0.2702702702702703,0.4391891891891892
Employment status,Full-Time,transit,148,148,5.108108108108108,4.844594594594595,0.972972972972973,-0.6824324324324325,0.3918918918918919,0.5
Employment status,Other,demos,62,62,6.274193548387097,8.338709677419354,-2.274193548387097,-1.5,0.2903225806451613,0.3064516129032258
Employment status,Other,employment,62,62,6.145161290322581,8.14516129032258,-3.629032258064516,-6.983870967741935,0.3548387096774194,0.3709677419354839
Employment status,Other,full,62,62,6.403225806451613,7.5,-3.338709677419355,-3.8870967741935485,0.27419354838709675,0.3709677419354839
Employment status,Other,geo,62,62,6.112903225806452,7.306451612903226,-3.564516129032258,-5.983870967741935,0.3709677419354839,0.3225806451612903
Employment status,Other,transit,62,62,6.983870967741935,7.629032258064516,-4.241935483870968,-4.725806451612903,0.27419354838709675,0.3225806451612903
Employment status,Part-Time,demos,31,31,6.870967741935484,8.806451612903226,-1.5161290322580645,-3.064516129032258,0.1935483870967742,0.1935483870967742
Employment status,Part-Time,employment,31,31,6.225806451612903,7.967741935483871,-3.0,-6.354838709677419,0.3225806451612903,0.3225806451612903
Employment status,Part-Time,full,31,31,6.903225806451613,6.354838709677419,-1.3548387096774193,-3.903225806451613,0.1935483870967742,0.3870967741935484
Employment status,Part-Time,geo,31,31,6.806451612903226,7.193548387096774,-0.6774193548387096,-4.419354838709677,0.22580645161290322,0.25806451612903225
Employment status,Part-Time,transit,31,31,7.387096774193548,6.483870967741935,-2.225806451612903,-5.32258064516129,0.1935483870967742,0.4838709677419355
