group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Age,39.0,full,12,12,5.25,7.583333333333333,-2.9166666666666665,-1.0833333333333333,0.4166666666666667,0.4166666666666667
Age,39.0,geo,12,12,5.916666666666667,6.75,-1.5833333333333333,-3.75,0.5,0.6666666666666666
Age,39.0,transit,12,12,5.583333333333333,6.916666666666667,-2.9166666666666665,-3.0833333333333335,0.4166666666666667,0.5833333333333334
Age,39.0,v3_public_transit,12,12,5.083333333333333,5.416666666666667,-4.75,-4.75,0.6666666666666666,0.75
Age,39.0,v3_rideshare,12,12,5.083333333333333,5.916666666666667,-4.75,-5.416666666666667,0.6666666666666666,0.75
Age,39.0,v3_voice,12,12,4.583333333333333,5.916666666666667,-2.9166666666666665,-2.5833333333333335,0.5833333333333334,0.6666666666666666
Age,40.0,demos,5,5,5.2,10.0,4.4,10.0,0.2,0.0
Age,40.0,employment,5,5,5.2,10.0,4.4,10.0,0.2,0.0
Age,40.0,full,5,5,3.2,3.6,-1.6,2.4,0.6,0.6
Age,40.0,geo,5,5,3.6,4.4,-3.6,-4.0,0.6,0.8
Age,40.0,transit,5,5,3.6,2.0,-3.6,1.6,0.6,0.8
Age,40.0,v3_public_transit,5,5,3.6,2.0,-3.6,-1.6,0.6,0.8
Age,40.0,v3_rideshare,5,5,3.6,2.8,-3.6,-2.4,0.6,0.8
Age,40.0,v3_voice,5,5,3.6,4.4,-3.6,-4.0,0.6,0.8
Age,41.0,demos,9,9,7.888888888888889,10.444444444444445,3.0,8.666666666666666,0.1111111111111111,0.0
Age,41.0,employment,9,9,7.0,10.222222222222221,3.888888888888889,10.222222222222221,0.1111111111111111,0.0
Age,41.0,full,9,9,7.666666666666667,6.888888888888889,-0.3333333333333333,4.222222222222222,0.1111111111111111,0.4444444444444444
Age,41.0,geo,9,9,7.444444444444445,6.222222222222222,-3.2222222222222223,-2.2222222222222223,0.4444444444444444,0.5555555555555556
Age,41.0,transit,9,9,8.777777777777779,5.111111111111111,-1.8888888888888888,0.8888888888888888,0.2222222222222222,0.4444444444444444
Age,41.0,v3_public_transit,9,9,7.444444444444445,5.777777777777778,-3.2222222222222223,-0.8888888888888888,0.4444444444444444,0.5555555555555556
Age,41.0,v3_rideshare,9,9,7.444444444444445,6.666666666666667,-3.2222222222222223,-1.7777777777777777,0.4444444444444444,0.5555555555555556
Age,41.0,v3_voice,9,9,7.444444444444445,6.0,-3.2222222222222223,-1.7777777777777777,0.4444444444444444,0.5555555555555556
Age,42.0,demos,8,8,7.375,7.125,-0.125,5.875,0.125,0.5
Age,42.0,employment,8,8,7.375,7.125,-0.125,5.875,0.125,0.5
Age,42.0,full,8,8,7.125,8.125,-5.125,-1.625,0.5,0.25
Age,42.0,geo,8,8,9.125,7.625,-7.125,-6.375,0.5,0.5
Age,42.0,transit,8,8,9.125,8.375,-5.625,0.625,0.375,0.25
Age,42.0,v3_public_transit,8,8,9.125,8.125,-7.125,-4.875,0.5,0.5
Age,42.0,v3_rideshare,8,8,9.125,8.125,-7.125,-4.875,0.5,0.5
Age,42.0,v3_voice,8,8,8.375,6.875,-6.375,-4.625,0.5,0.5
Age,43.0,demos,5,5,7.4,7.8,1.0,4.6,0.2,0.4
Age,43.0,employment,5,5,7.8,8.6,2.6,7.4,0.0,0.2
Age,43.0,full,5,5,9.0,7.4,-1.4,2.6,0.2,0.4
Age,43.0,geo,5,5,9.0,8.2,-3.8,-3.8,0.4,0.4
Age,43.0,transit,5,5,10.2,7.8,-2.6,-2.6,0.2,0.4
Age,43.0,v3_public_transit,5,5,9.0,9.0,-3.8,-3.0,0.4,0.4
Age,43.0,v3_rideshare,5,5,9.0,9.0,-3.8,-3.0,0.4,0.4
Age,43.0,v3_voice,5,5,7.8,7.8,-2.6,-3.4,0.4,0.4
Age,44.0,demos,6,6,6.833333333333333,9.166666666666666,6.833333333333333,8.833333333333334,0.3333333333333333,0.16666666666666666
Age,44.0,employment,6,6,8.166666666666666,11.166666666666666,8.166666666666666,11.166666666666666,0.16666666666666666,0.0
Age,44.0,full,6,6,3.8333333333333335,6.5,3.5,4.5,0.5,0.5
Age,44.0,geo,6,6,2.1666666666666665,3.8333333333333335,0.16666666666666666,-2.8333333333333335,0.8333333333333334,0.6666666666666666
Age,44.0,transit,6,6,3.1666666666666665,4.166666666666667,2.8333333333333335,2.1666666666666665,0.6666666666666666,0.6666666666666666
Age,44.0,v3_public_transit,6,6,2.1666666666666665,3.5,0.16666666666666666,-0.16666666666666666,0.8333333333333334,0.6666666666666666
Age,44.0,v3_rideshare,6,6,2.1666666666666665,2.5,0.16666666666666666,-1.5,0.8333333333333334,0.6666666666666666
Age,44.0,v3_voice,6,6,3.1666666666666665,5.333333333333333,1.1666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333
Age,45.0,demos,5,5,7.4,6.8,-0.6,2.8,0.2,0.6
Age,45.0,employment,5,5,8.2,7.6,1.0,5.6,0.0,0.4
Age,45.0,full,5,5,7.4,7.6,-4.6,-1.6,0.2,0.2
Age,45.0,geo,5,5,7.8,8.4,-7.0,-8.4,0.6,0.6
Age,45.0,transit,5,5,8.6,6.4,-5.8,-5.6,0.4,0.6
Age,45.0,v3_public_transit,5,5,7.8,7.6,-7.0,-7.6,0.6,0.6
Age,45.0,v3_rideshare,5,5,7.8,8.4,-7.0,-8.4,0.6,0.6
Age,45.0,v3_voice,5,5,8.2,6.6,-5.8,-6.6,0.4,0.6
Age,46.0,demos,4,4,7.0,11.0,3.0,6.0,0.0,0.0
Age,46.0,employment,4,4,5.0,9.5,5.0,9.5,0.25,0.0
Age,46.0,full,4,4,3.5,5.5,-1.0,2.5,0.25,0.5
Age,46.0,geo,4,4,3.0,4.5,-3.0,-4.5,0.75,0.5
Age,46.0,transit,4,4,3.0,3.5,-3.0,0.5,0.75,0.75
Age,46.0,v3_public_transit,4,4,3.0,4.5,-3.0,-0.5,0.75,0.5
Age,46.0,v3_rideshare,4,4,3.0,4.5,-3.0,-4.5,0.75,0.5
Age,46.0,v3_voice,4,4,3.0,6.5,-3.0,-2.5,0.75,0.25
Age,47.0,demos,3,3,3.0,6.666666666666667,1.0,-0.6666666666666666,0.6666666666666666,0.3333333333333333
Age,47.0,employment,3,3,6.333333333333333,8.666666666666666,6.333333333333333,8.666666666666666,0.0,0.0
Age,47.0,full,3,3,1.6666666666666667,3.3333333333333335,-0.3333333333333333,3.3333333333333335,0.6666666666666666,0.3333333333333333
Age,47.0,geo,3,3,1.6666666666666667,5.333333333333333,-1.6666666666666667,-5.333333333333333,1.0,0.6666666666666666
Age,47.0,transit,3,3,1.6666666666666667,3.3333333333333335,-0.3333333333333333,3.3333333333333335,0.6666666666666666,0.3333333333333333
Age,47.0,v3_public_transit,3,3,1.6666666666666667,1.3333333333333333,-1.6666666666666667,-1.3333333333333333,1.0,0.6666666666666666
Age,47.0,v3_rideshare,3,3,1.6666666666666667,2.6666666666666665,-1.6666666666666667,-2.6666666666666665,1.0,0.6666666666666666
Age,47.0,v3_voice,3,3,3.0,6.666666666666667,1.0,-0.6666666666666666,0.6666666666666666,0.3333333333333333
Age,48.0,demos,3,3,6.666666666666667,9.0,1.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333
Age,48.0,employment,3,3,6.666666666666667,9.0,6.666666666666667,9.0,0.3333333333333333,0.0
Age,48.0,full,3,3,2.0,6.333333333333333,0.6666666666666666,1.0,1.0,0.0
Age,48.0,geo,3,3,4.0,5.0,-1.3333333333333333,-5.0,0.6666666666666666,0.6666666666666666
Age,48.0,transit,3,3,4.0,5.666666666666667,-1.3333333333333333,1.6666666666666667,0.6666666666666666,0.0
Age,48.0,v3_public_transit,3,3,4.0,5.666666666666667,-1.3333333333333333,-3.6666666666666665,0.6666666666666666,0.6666666666666666
Age,48.0,v3_rideshare,3,3,4.0,3.6666666666666665,-1.3333333333333333,-3.6666666666666665,0.6666666666666666,0.6666666666666666
Age,48.0,v3_voice,3,3,4.0,5.0,-1.3333333333333333,-5.0,0.6666666666666666,0.6666666666666666
Age,49.0,demos,1,1,2.0,8.0,2.0,8.0,1.0,0.0
Age,49.0,employment,1,1,2.0,8.0,2.0,8.0,1.0,0.0
Age,49.0,full,1,1,2.0,8.0,2.0,8.0,1.0,0.0
Age,49.0,geo,1,1,6.0,6.0,-6.0,-6.0,0.0,0.0
Age,49.0,transit,1,1,6.0,2.0,-6.0,2.0,0.0,1.0
Age,49.0,v3_public_transit,1,1,6.0,6.0,-6.0,-6.0,0.0,0.0
Age,49.0,v3_rideshare,1,1,6.0,2.0,-6.0,-2.0,0.0,0.0
Age,49.0,v3_voice,1,1,2.0,8.0,2.0,8.0,1.0,0.0
Age,50.0,demos,5,5,5.2,8.2,-2.0,-1.0,0.4,0.4
Age,50.0,employment,5,5,4.4,7.0,1.2,4.6,0.2,0.4
Age,50.0,full,5,5,2.8,6.2,-2.8,-1.0,0.8,0.4
Age,50.0,geo,5,5,5.2,7.4,-5.2,-6.6,0.4,0.4
Age,50.0,transit,5,5,4.4,7.4,-4.4,-1.4,0.6,0.4
Age,50.0,v3_public_transit,5,5,5.2,6.2,-5.2,-3.4,0.4,0.4
Age,50.0,v3_rideshare,5,5,5.2,6.6,-5.2,-5.8,0.4,0.4
Age,50.0,v3_voice,5,5,4.0,5.4,-4.0,-3.8,0.6,0.6
Age,51.0,demos,2,2,3.0,7.0,3.0,6.0,0.5,0.5
Age,51.0,employment,2,2,7.0,13.0,7.0,13.0,0.0,0.0
Age,51.0,full,2,2,2.0,2.0,2.0,2.0,0.5,1.0
Age,51.0,geo,2,2,2.0,1.0,-1.0,-1.0,1.0,1.0
