group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Sex,Female,demos,120,120,5.691666666666666,7.683333333333334,0.9083333333333333,2.75,0.3333333333333333,0.2916666666666667
Sex,Female,employment,120,120,5.758333333333334,7.75,1.5083333333333333,3.9,0.2916666666666667,0.25833333333333336
Sex,Female,full,120,120,4.808333333333334,5.9,-2.658333333333333,-0.7166666666666667,0.5083333333333333,0.38333333333333336
Sex,Female,geo,120,120,5.458333333333333,6.816666666666666,-3.8583333333333334,-6.016666666666667,0.5166666666666667,0.5166666666666667
Sex,Female,transit,120,120,5.508333333333334,6.166666666666667,-3.525,-1.8833333333333333,0.4583333333333333,0.4
Sex,Female,v3_public_transit,120,120,5.491666666666666,5.733333333333333,-4.408333333333333,-4.15,0.525,0.5333333333333333
Sex,Female,v3_rideshare,120,120,5.541666666666667,6.583333333333333,-4.525,-5.4,0.5166666666666667,0.525
Sex,Female,v3_voice,120,120,5.308333333333334,6.6,-3.6083333333333334,-5.316666666666666,0.49166666666666664,0.5
Sex,Male,demos,121,121,6.586776859504132,8.900826446280991,2.074380165289256,4.900826446280992,0.21487603305785125,0.19834710743801653
Sex,Male,employment,121,121,6.652892561983471,9.03305785123967,2.355371900826446,5.462809917355372,0.2066115702479339,0.18181818181818182
Sex,Male,full,121,121,5.6115702479338845,6.966942148760331,-1.1487603305785123,1.0991735537190082,0.30578512396694213,0.32231404958677684
Sex,Male,geo,121,121,6.074380165289257,6.140495867768595,-2.3884297520661155,-4.421487603305785,0.48760330578512395,0.49586776859504134
Sex,Male,transit,121,121,5.958677685950414,6.107438016528926,-2.041322314049587,-1.6611570247933884,0.4049586776859504,0.4380165289256198
Sex,Male,v3_public_transit,121,121,5.859504132231405,6.371900826446281,-3.446280991735537,-2.9338842975206614,0.4214876033057851,0.4628099173553719
Sex,Male,v3_rideshare,121,121,5.628099173553719,6.421487603305785,-3.793388429752066,-4.322314049586777,0.5371900826446281,0.49586776859504134
Sex,Male,v3_voice,121,121,5.578512396694215,5.735537190082645,-2.2892561983471076,-2.9421487603305785,0.47107438016528924,0.49586776859504134
